NationalIDNumber,LoginID,JobTitle,MaritalStatus,Gender,rowguid
480951955,adventure-works\mike0,Accountant,S,M,AC35337D-7C75-4DEE-BB11-6564F257FE18
121491555,adventure-works\wendy0,Finance Manager,S,F,8F410408-4AA8-4D67-886D-530BFE4EBE3B
895209680,adventure-works\sheela0,Purchasing Manager,S,F,7D6B0155-0191-4599-8394-378EBDE63C9A
603686790,adventure-works\mikael0,Buyer,S,M,D0FD55FF-42FA-491E-8B3B-AB3316018909
792847334,adventure-works\arvind0,Buyer,M,M,51DE26F0-6ED9-4A70-B689-88EB882674B6
407505660,adventure-works\linda2,Buyer,M,F,ED06F9F4-2123-4C44-89D7-E43E1E1ABC2F
482810518,adventure-works\fukiko0,Buyer,M,M,36CD6636-C657-4FC7-9BFA-CC1BFA9102A2
466142721,adventure-works\gordon0,Buyer,M,M,2CB2D5C3-C437-49B1-9FFD-FAA096F6126F
367453993,adventure-works\frank2,Buyer,M,M,0423D8D0-1B14-4718-8C17-85E2F98D222F
381073001,adventure-works\eric2,Buyer,S,M,A28AB377-06F5-417A-A5E2-59F459088699
785853949,adventure-works\erin0,Buyer,S,F,B60712A9-50A5-4296-B892-69C4701834B0
20269531,adventure-works\ben0,Buyer,M,M,B9641CAE-765C-4662-B760-C167A1F2B8B5
437296311,adventure-works\annette0,Purchasing Assistant,M,F,9E03395F-4D5D-4A53-880E-174BD8C1DB59
280633567,adventure-works\reinout0,Purchasing Assistant,M,M,9825EB00-8E36-4506-93A2-6DDCDC0B13C3
231203233,adventure-works\david5,Assistant to the Chief Financial Officer,S,M,BE81FD77-428C-449F-AB79-48B1CDF53D6A
441044382,adventure-works\jean0,Information Services Manager,S,F,794A0B1F-C46A-401C-984D-008996FC7092
858323870,adventure-works\stephanie0,Network Manager,S,F,221CBB7B-8BAE-452B-A16F-A67EBB3873C8
749389530,adventure-works\ashvini0,Network Administrator,S,M,2E680C1C-7C02-4343-9626-6F97273414C0
672243793,adventure-works\peter1,Network Administrator,S,M,86601E6A-6955-40FC-BB4A-1053A843CE99
58317344,adventure-works\karen1,Application Specialist,S,F,45C3D0F5-3332-419D-AD40-A98996BB5531
314747499,adventure-works\ramesh0,Application Specialist,S,M,BE190269-4003-4D7F-809E-7B3FDC235DA8
671089628,adventure-works\dan0,Application Specialist,M,M,71B0D010-5AC5-4E91-8EFA-C311C1372A73
643805155,adventure-works\françois0,Database Administrator,S,M,0C7F025D-8D56-48EF-86C0-F09DB63D0182
929666391,adventure-works\dan1,Database Administrator,M,M,2474E1A9-902D-466C-B0B2-6DCAC927F753
525932996,adventure-works\janaina0,Application Specialist,M,F,241535C7-7A31-4A6A-9E0D-A83C30C2EDDA
112432117,adventure-works\brian3,Vice President of Sales,S,M,F3EC557C-8B41-4EE6-BB0C-E3B93AFF81E5
502097814,adventure-works\stephen0,North American Sales Manager,M,M,86D5FA9E-4BC0-48C8-91DC-1EC467418D11
841560125,adventure-works\michael9,Sales Representative,S,M,E19F8DE2-0F40-418C-84A2-DB48B98DC6A2
191644724,adventure-works\linda3,Sales Representative,M,F,4509F387-D73A-43DC-A502-B1C27AA1DC9E
615389812,adventure-works\jillian0,Sales Representative,S,F,A011C97B-081C-4739-996F-C1CAC4532F8D
234474252,adventure-works\garrett1,Sales Representative,M,M,50EECC16-0D0D-43A9-9649-016C06DE8D78
716374314,adventure-works\tsvi0,Sales Representative,M,M,BB510FCE-0105-4306-B591-6450D9EBF401
61161660,adventure-works\pamela0,Sales Representative,S,F,7627B9D6-0707-4706-9AD9-0D37506B08AE
139397894,adventure-works\shu0,Sales Representative,M,M,4103C891-37E8-4DFC-AEAC-B55E2BC1BE1C
399771412,adventure-works\josé1,Sales Representative,M,M,FD3992FB-3067-451D-A09D-73BD53C0FECA
987554265,adventure-works\david8,Sales Representative,S,M,1E8F9E91-508F-4D49-ACD2-775C836030ED
90836195,adventure-works\tete0,Sales Representative,M,M,0C67CE00-DE78-4712-908F-06939A2C58D5
481044938,adventure-works\syed0,Pacific Sales Manager,M,M,86F292DB-B73C-429D-9912-800994D809FB
758596752,adventure-works\lynn0,Sales Representative,S,F,4A9A8407-A680-4A6B-8D03-511CB58F9A8A
982310417,adventure-works\amy0,European Sales Manager,M,F,66D66445-EE78-4676-9E66-0E22D6109A92
954276278,adventure-works\rachel0,Sales Representative,S,F,B9BF7741-E0CA-4F37-ACDE-A4F78C6D03E9
668991357,adventure-works\jae0,Sales Representative,M,F,723A5921-D8A1-4659-9BC4-13C4CF7C9C91
134219713,adventure-works\ranjit0,Sales Representative,S,M,604213F9-DD0F-43B4-BDD2-C96E93D3F4BF
