transid,accountid,date,type,operation,amount,balance,ksymbol,bank,account
8072,29,1997-01-31,VYDAJ,VYBER,15,21951,SLUZBY,NULL,NULL
8073,29,1997-02-28,VYDAJ,VYBER,15,24907,SLUZBY,NULL,NULL
8074,29,1997-03-31,VYDAJ,VYBER,15,27995,SLUZBY,NULL,NULL
8075,29,1997-04-30,VYDAJ,VYBER,15,24359,SLUZBY,NULL,NULL
8076,29,1997-05-31,VYDAJ,VYBER,15,15174,SLUZBY,NULL,NULL
8077,29,1997-06-30,VYDAJ,VYBER,15,22805,SLUZBY,NULL,NULL
8078,29,1997-07-31,VYDAJ,VYBER,15,24059,SLUZBY,NULL,NULL
8079,29,1997-08-31,VYDAJ,VYBER,15,25618,SLUZBY,NULL,NULL
8080,29,1997-09-30,VYDAJ,VYBER,15,31796,SLUZBY,NULL,NULL
8081,29,1997-10-31,VYDAJ,VYBER,15,34287,SLUZBY,NULL,NULL
8082,29,1997-11-30,VYDAJ,VYBER,15,32275,SLUZBY,NULL,NULL
8083,29,1997-12-31,VYDAJ,VYBER,15,45889,SLUZBY,NULL,NULL
8084,29,1998-01-31,VYDAJ,VYBER,15,28339,SLUZBY,NULL,NULL
8085,29,1998-02-28,VYDAJ,VYBER,15,29912,SLUZBY,NULL,NULL
8086,29,1998-03-31,VYDAJ,VYBER,15,35404,SLUZBY,NULL,NULL
8087,29,1998-04-30,VYDAJ,VYBER,15,32053,SLUZBY,NULL,NULL
8088,29,1998-05-31,VYDAJ,VYBER,15,35246,SLUZBY,NULL,NULL
8089,29,1998-06-30,VYDAJ,VYBER,15,19717,SLUZBY,NULL,NULL
8090,29,1998-07-31,VYDAJ,VYBER,15,32089,SLUZBY,NULL,NULL
8091,29,1998-08-31,VYDAJ,VYBER,15,37389,SLUZBY,NULL,NULL
8092,29,1998-09-30,VYDAJ,VYBER,15,30617,SLUZBY,NULL,NULL
8093,29,1998-10-31,VYDAJ,VYBER,15,30493,SLUZBY,NULL,NULL
8094,29,1998-11-30,VYDAJ,VYBER,15,30870,SLUZBY,NULL,NULL
8095,29,1994-12-24,VYDAJ,VYBER,200,27167,NULL,NULL,NULL
8096,29,1995-01-23,VYDAJ,VYBER,11100,33874,NULL,NULL,NULL
8097,29,1995-02-22,VYDAJ,VYBER,10400,41374,NULL,NULL,NULL
8098,29,1995-03-24,VYDAJ,VYBER,18000,41301,NULL,NULL,NULL
8099,29,1995-04-23,VYDAJ,VYBER,15300,43114,NULL,NULL,NULL
8100,29,1995-05-23,VYDAJ,VYBER,13400,39975,NULL,NULL,NULL
8101,29,1995-06-22,VYDAJ,VYBER,16700,42413,NULL,NULL,NULL
8102,29,1995-07-22,VYDAJ,VYBER,10800,32907,NULL,NULL,NULL
8103,29,1995-08-21,VYDAJ,VYBER,7200,35918,NULL,NULL,NULL
8104,29,1995-09-20,VYDAJ,VYBER,4600,32771,NULL,NULL,NULL
8105,29,1995-10-20,VYDAJ,VYBER,10100,32863,NULL,NULL,NULL
8106,29,1995-11-19,VYDAJ,VYBER,9700,33369,NULL,NULL,NULL
8107,29,1995-12-19,VYDAJ,VYBER,12800,36465,NULL,NULL,NULL
8108,29,1996-01-18,VYDAJ,VYBER,5600,29923,NULL,NULL,NULL
8109,29,1996-02-17,VYDAJ,VYBER,4900,31843,NULL,NULL,NULL
8110,29,1996-03-18,VYDAJ,VYBER,7200,34830,NULL,NULL,NULL
8111,29,1996-04-17,VYDAJ,VYBER,10200,34835,NULL,NULL,NULL
8112,29,1996-05-17,VYDAJ,VYBER,8000,31517,NULL,NULL,NULL
8113,29,1996-06-16,VYDAJ,VYBER,15900,34698,NULL,NULL,NULL
8114,29,1996-07-16,VYDAJ,VYBER,7000,30221,NULL,NULL,NULL
8115,29,1996-08-15,VYDAJ,VYBER,10000,30404,NULL,NULL,NULL
8116,29,1996-09-14,VYDAJ,VYBER,10200,30392,NULL,NULL,NULL
8117,29,1996-10-14,VYDAJ,VYBER,10100,30480,NULL,NULL,NULL
8118,29,1996-11-13,VYDAJ,VYBER,7000,31977,NULL,NULL,NULL
8119,29,1996-12-13,VYDAJ,VYBER,13200,29802,NULL,NULL,NULL
8120,29,1997-01-12,VYDAJ,VYBER,4000,29533,NULL,NULL,NULL
8121,29,1997-02-11,VYDAJ,VYBER,7200,25650,NULL,NULL,NULL
8122,29,1997-03-13,VYDAJ,VYBER,7100,27877,NULL,NULL,NULL
8123,29,1997-04-12,VYDAJ,VYBER,13800,25094,NULL,NULL,NULL
8124,29,1997-05-12,VYDAJ,VYBER,9600,20498,NULL,NULL,NULL
8125,29,1997-06-11,VYDAJ,VYBER,11400,23562,NULL,NULL,NULL
8126,29,1997-07-11,VYDAJ,VYBER,8900,24804,NULL,NULL,NULL
8127,29,1997-08-10,VYDAJ,VYBER,8600,26366,NULL,NULL,NULL
8128,29,1997-09-09,VYDAJ,VYBER,4000,14747,NULL,NULL,NULL
8129,29,1997-10-09,VYDAJ,VYBER,7700,17225,NULL,NULL,NULL
8130,29,1997-11-08,VYDAJ,VYBER,12200,22087,NULL,NULL,NULL
8131,29,1997-12-08,VYDAJ,VYBER,3100,22304,NULL,NULL,NULL
8132,29,1998-01-07,VYDAJ,VYBER,17300,23189,NULL,NULL,NULL
8133,29,1998-02-06,VYDAJ,VYBER,5000,23339,NULL,NULL,NULL
8134,29,1998-03-08,VYDAJ,VYBER,4700,25212,NULL,NULL,NULL
8135,29,1998-04-07,VYDAJ,VYBER,11500,23904,NULL,NULL,NULL
8136,29,1998-05-07,VYDAJ,VYBER,7000,25053,NULL,NULL,NULL
8137,29,1998-06-06,VYDAJ,VYBER,9600,25646,NULL,NULL,NULL
8138,29,1998-07-06,PRIJEM,VKLAD,3400,23117,NULL,NULL,NULL
8139,29,1998-08-05,VYDAJ,VYBER,4900,27189,NULL,NULL,NULL
8140,29,1998-09-04,VYDAJ,VYBER,11200,26189,NULL,NULL,NULL
8141,29,1998-10-04,VYDAJ,VYBER,10300,20317,NULL,NULL,NULL
8142,29,1998-11-03,VYDAJ,VYBER,9800,20693,NULL,NULL,NULL
8143,29,1998-12-03,VYDAJ,VYBER,8900,21970,NULL,NULL,NULL
8193,30,1995-03-04,PRIJEM,VKLAD,400,400,NULL,NULL,NULL
8194,30,1995-06-11,PRIJEM,VKLAD,39619,129090,NULL,NULL,NULL
8195,30,1995-12-20,PRIJEM,VKLAD,45998,67408,NULL,NULL,NULL
8196,30,1995-09-14,PRIJEM,VKLAD,32186,107688,NULL,NULL,NULL
8197,30,1995-10-12,PRIJEM,VKLAD,9356,49581,NULL,NULL,NULL
8198,30,1995-05-02,PRIJEM,VKLAD,19709,47630,NULL,NULL,NULL
8199,30,1995-07-25,PRIJEM,VKLAD,7825,46244,NULL,NULL,NULL
8200,30,1995-06-09,PRIJEM,VKLAD,12814,47544,NULL,NULL,NULL
8201,30,1995-11-19,PRIJEM,VKLAD,7671,62554,NULL,NULL,NULL
8202,30,1995-09-12,PRIJEM,VKLAD,28501,80601,NULL,NULL,NULL
8203,30,1995-06-26,PRIJEM,VKLAD,32506,119916,NULL,NULL,NULL
8204,30,1995-05-20,PRIJEM,VKLAD,14905,51435,NULL,NULL,NULL
8205,30,1995-05-31,PRIJEM,VKLAD,26181,93229,NULL,NULL,NULL
8206,30,1995-08-14,PRIJEM,VKLAD,12316,33685,NULL,NULL,NULL
8207,30,1995-06-09,PRIJEM,VKLAD,41927,89471,NULL,NULL,NULL
8208,30,1995-11-26,PRIJEM,VKLAD,10443,72997,NULL,NULL,NULL
8209,30,1995-09-01,PRIJEM,VKLAD,37747,68643,NULL,NULL,NULL
8210,30,1995-11-16,PRIJEM,VKLAD,41929,73344,NULL,NULL,NULL
8211,30,1995-06-16,PRIJEM,VKLAD,43054,124844,NULL,NULL,NULL
8212,30,1995-04-30,PRIJEM,VKLAD,17117,27921,NULL,NULL,NULL
8213,30,1995-07-16,PRIJEM,VKLAD,21563,46596,NULL,NULL,NULL
8214,30,1995-06-17,PRIJEM,VKLAD,20066,87410,NULL,NULL,NULL
8215,30,1995-05-30,PRIJEM,VKLAD,15431,66866,NULL,NULL,NULL
8216,30,1995-06-02,PRIJEM,VKLAD,30816,124030,NULL,NULL,NULL
8217,30,1995-12-27,PRIJEM,VKLAD,30648,94156,NULL,NULL,NULL
8219,30,1996-12-15,PRIJEM,VKLAD,27016,77216,NULL,NULL,NULL
8220,30,1996-08-26,PRIJEM,VKLAD,46064,102678,NULL,NULL,NULL
8221,30,1996-08-11,PRIJEM,VKLAD,30475,103414,NULL,NULL,NULL
8222,30,1996-03-22,PRIJEM,VKLAD,29491,50768,NULL,NULL,NULL
8223,30,1996-11-11,PRIJEM,VKLAD,36998,76741,NULL,NULL,NULL
8224,30,1996-07-28,PRIJEM,VKLAD,49290,72812,NULL,NULL,NULL
8225,30,1996-11-17,PRIJEM,VKLAD,44963,121704,NULL,NULL,NULL
8226,30,1996-05-15,PRIJEM,VKLAD,28976,50245,NULL,NULL,NULL
8227,30,1996-09-28,PRIJEM,VKLAD,24138,62301,NULL,NULL,NULL
8228,30,1996-06-08,PRIJEM,VKLAD,39588,73615,NULL,NULL,NULL
8229,30,1996-01-07,PRIJEM,VKLAD,12011,65763,NULL,NULL,NULL
8230,30,1996-12-19,PRIJEM,VKLAD,41647,117363,NULL,NULL,NULL
8231,30,1997-11-07,PRIJEM,VKLAD,30812,81782,NULL,NULL,NULL
8232,30,1997-08-24,PRIJEM,VKLAD,49066,68559,NULL,NULL,NULL
8233,30,1997-11-20,PRIJEM,VKLAD,35779,70961,NULL,NULL,NULL
8234,30,1997-05-13,PRIJEM,VKLAD,5546,41590,NULL,NULL,NULL
8235,30,1997-10-09,PRIJEM,VKLAD,20120,116510,NULL,NULL,NULL
8236,30,1997-03-21,PRIJEM,VKLAD,8782,33056,NULL,NULL,NULL
8237,30,1997-06-18,PRIJEM,VKLAD,41704,104492,NULL,NULL,NULL
8238,30,1997-06-04,PRIJEM,VKLAD,45207,62788,NULL,NULL,NULL
8239,30,1997-07-12,PRIJEM,VKLAD,29067,42737,NULL,NULL,NULL
8240,30,1997-10-20,PRIJEM,VKLAD,17278,52488,NULL,NULL,NULL
8241,30,1997-12-08,PRIJEM,VKLAD,9931,116197,NULL,NULL,NULL
8242,30,1997-08-26,PRIJEM,VKLAD,45110,148924,NULL,NULL,NULL
8243,30,1997-01-22,PRIJEM,VKLAD,35966,64440,NULL,NULL,NULL
8244,30,1997-11-29,PRIJEM,VKLAD,14371,140325,NULL,NULL,NULL
8245,30,1997-12-04,PRIJEM,VKLAD,28810,128866,NULL,NULL,NULL
8246,30,1997-07-15,PRIJEM,VKLAD,35422,78159,NULL,NULL,NULL
8247,30,1997-10-06,PRIJEM,VKLAD,42332,118690,NULL,NULL,NULL
8248,30,1997-02-20,PRIJEM,VKLAD,13705,41070,NULL,NULL,NULL
8249,30,1997-09-28,PRIJEM,VKLAD,41148,76078,NULL,NULL,NULL
8250,30,1997-11-21,PRIJEM,VKLAD,41390,112351,NULL,NULL,NULL
8251,30,1997-01-01,PRIJEM,VKLAD,5386,40174,NULL,NULL,NULL
8252,30,1997-08-25,PRIJEM,VKLAD,35255,103814,NULL,NULL,NULL
8253,30,1997-11-26,PRIJEM,VKLAD,46703,149154,NULL,NULL,NULL
8254,30,1997-05-12,PRIJEM,VKLAD,15839,36044,NULL,NULL,NULL
8255,30,1998-09-23,PRIJEM,VKLAD,30617,68177,NULL,NULL,NULL
8256,30,1998-08-29,PRIJEM,VKLAD,36169,131289,NULL,NULL,NULL
8257,30,1998-10-24,PRIJEM,VKLAD,33146,62924,NULL,NULL,NULL
8258,30,1998-10-02,PRIJEM,VKLAD,46559,115061,NULL,NULL,NULL
8259,30,1998-08-03,PRIJEM,VKLAD,15318,61899,NULL,NULL,NULL
8260,30,1998-01-11,PRIJEM,VKLAD,9089,34620,NULL,NULL,NULL
8261,30,1998-10-06,PRIJEM,VKLAD,19917,112578,NULL,NULL,NULL
8262,30,1998-12-30,PRIJEM,VKLAD,21936,44155,NULL,NULL,NULL
8263,30,1998-02-13,PRIJEM,VKLAD,13657,51475,NULL,NULL,NULL
8264,30,1998-10-27,PRIJEM,VKLAD,38652,101576,NULL,NULL,NULL
8265,30,1998-03-18,PRIJEM,VKLAD,11636,29900,NULL,NULL,NULL
8266,30,1998-08-19,PRIJEM,VKLAD,43244,65067,NULL,NULL,NULL
8267,30,1998-04-28,PRIJEM,VKLAD,33038,48872,NULL,NULL,NULL
8268,30,1998-02-07,PRIJEM,VKLAD,11502,37818,NULL,NULL,NULL
8269,30,1998-09-02,PRIJEM,VKLAD,23089,120163,NULL,NULL,NULL
8270,30,1998-04-14,PRIJEM,VKLAD,18573,48534,NULL,NULL,NULL
8271,30,1998-11-06,PRIJEM,VKLAD,11256,113138,NULL,NULL,NULL
8272,30,1998-09-08,PRIJEM,VKLAD,42797,141960,NULL,NULL,NULL
8273,30,1998-07-19,PRIJEM,VKLAD,10705,46393,NULL,NULL,NULL
8274,30,1998-08-07,PRIJEM,VKLAD,5776,65523,NULL,NULL,NULL
8275,30,1998-06-27,PRIJEM,VKLAD,18998,50920,NULL,NULL,NULL
8276,30,1998-09-01,PRIJEM,VKLAD,48711,131474,NULL,NULL,NULL
8277,30,1998-08-20,PRIJEM,VKLAD,30053,95120,NULL,NULL,NULL
8326,30,1995-12-10,VYBER,VYBER,17461,21410,NULL,NULL,NULL
8327,30,1995-07-01,VYBER,VYBER,24578,21233,NULL,NULL,NULL
8328,30,1995-08-03,VYBER,VYBER,13205,21369,NULL,NULL,NULL
8329,30,1995-09-04,VYBER,VYBER,2590,66053,NULL,NULL,NULL
8330,30,1995-07-17,VYBER,VYBER,8177,38419,NULL,NULL,NULL
8332,30,1995-06-30,VYBER,VYBER,24380,45826,NULL,NULL,NULL
8333,30,1995-11-17,VYBER,VYBER,18461,54883,NULL,NULL,NULL
8334,30,1995-10-21,VYBER,VYBER,9716,39865,NULL,NULL,NULL
8336,30,1995-09-13,VYBER,VYBER,5099,75502,NULL,NULL,NULL
8337,30,1995-09-11,VYBER,VYBER,13953,52100,NULL,NULL,NULL
8338,30,1996-06-09,VYBER,VYBER,18748,54867,NULL,NULL,NULL
8339,30,1996-09-20,VYBER,VYBER,6371,67763,NULL,NULL,NULL
8342,30,1996-06-10,VYBER,VYBER,12090,42777,NULL,NULL,NULL
8343,30,1996-09-09,VYBER,VYBER,8282,94707,NULL,NULL,NULL
8346,30,1996-01-12,VYBER,VYBER,18324,43239,NULL,NULL,NULL
8347,30,1996-09-10,VYBER,VYBER,20573,74134,NULL,NULL,NULL
8348,30,1998-05-02,VYBER,VYBER,7873,41094,NULL,NULL,NULL
8350,30,1998-08-06,VYBER,VYBER,2152,59747,NULL,NULL,NULL
8352,30,1998-11-10,VYBER,VYBER,14412,53426,NULL,NULL,NULL
8358,30,1998-07-18,VYBER,VYBER,15351,35688,NULL,NULL,NULL
8362,30,1997-06-20,VYDAJ,VYBER,75600,28892,NULL,NULL,NULL
8364,30,1995-12-20,VYDAJ,VYBER,3900,63508,NULL,NULL,NULL
8365,30,1996-12-15,VYDAJ,VYBER,1500,75716,NULL,NULL,NULL
8366,30,1997-12-15,VYDAJ,VYBER,1500,65697,NULL,NULL,NULL
8374,30,1996-01-24,VYDAJ,VYBER,6600,22539,NULL,NULL,NULL
8375,30,1996-01-04,VYDAJ,VYBER,3900,53752,NULL,NULL,NULL
8376,30,1996-01-22,VYDAJ,VYBER,6000,29139,NULL,NULL,NULL
8377,30,1996-01-21,VYDAJ,VYBER,8100,35139,NULL,NULL,NULL
8379,30,1996-01-11,VYDAJ,VYBER,4200,61563,NULL,NULL,NULL
8380,30,1997-01-24,VYDAJ,VYBER,2400,33840,NULL,NULL,NULL
8381,30,1997-01-04,VYDAJ,VYBER,3600,34474,NULL,NULL,NULL
8382,30,1997-01-15,VYDAJ,VYBER,6000,28474,NULL,NULL,NULL
8383,30,1997-01-04,VYDAJ,VYBER,2100,38074,NULL,NULL,NULL
8384,30,1997-01-28,VYDAJ,VYBER,4200,29640,NULL,NULL,NULL
8388,30,1998-01-13,VYDAJ,VYBER,4200,26220,NULL,NULL,NULL
8390,30,1998-01-11,VYDAJ,VYBER,4200,30420,NULL,NULL,NULL
8391,30,1998-01-05,VYDAJ,VYBER,1500,25531,NULL,NULL,NULL
8392,30,1995-06-07,VYDAJ,VYBER,7800,34730,NULL,NULL,NULL
8393,30,1995-06-26,VYDAJ,VYBER,8100,111816,NULL,NULL,NULL
8394,30,1995-06-28,VYDAJ,VYBER,11400,69816,NULL,NULL,NULL
8395,30,1995-11-30,VYDAJ,VYBER,8400,38886,NULL,NULL,NULL
8399,30,1996-09-22,VYDAJ,VYBER,5700,62063,NULL,NULL,NULL
8400,30,1996-04-10,VYDAJ,VYBER,6900,27249,NULL,NULL,NULL
8402,30,1997-11-05,VYDAJ,VYBER,1800,50970,NULL,NULL,NULL
8403,30,1997-11-22,VYDAJ,VYBER,9900,102451,NULL,NULL,NULL
8405,30,1997-09-07,VYDAJ,VYBER,11700,76430,NULL,NULL,NULL
8406,30,1997-02-08,VYDAJ,VYBER,2400,27365,NULL,NULL,NULL
8408,30,1998-05-10,VYDAJ,VYBER,7500,31794,NULL,NULL,NULL
8409,30,1998-05-03,VYDAJ,VYBER,1800,39294,NULL,NULL,NULL
8410,30,1998-10-05,VYDAJ,VYBER,5100,92661,NULL,NULL,NULL
8416,30,1995-05-31,VYDAJ,VYBER,15,93214,SLUZBY,NULL,NULL
8417,30,1995-06-30,VYDAJ,VYBER,15,45811,SLUZBY,NULL,NULL
8418,30,1995-07-31,VYDAJ,VYBER,15,46374,SLUZBY,NULL,NULL
8419,30,1995-08-31,VYDAJ,VYBER,15,33796,SLUZBY,NULL,NULL
8420,30,1995-09-30,VYDAJ,VYBER,15,40225,SLUZBY,NULL,NULL
8421,30,1995-10-31,VYDAJ,VYBER,15,31415,SLUZBY,NULL,NULL
8422,30,1995-11-30,VYDAJ,VYBER,15,38871,SLUZBY,NULL,NULL
8423,30,1995-12-31,VYDAJ,VYBER,15,57652,SLUZBY,NULL,NULL
8424,30,1996-01-31,VYDAJ,VYBER,15,21403,SLUZBY,NULL,NULL
8425,30,1996-02-29,VYDAJ,VYBER,15,21277,SLUZBY,NULL,NULL
8426,30,1996-03-31,VYDAJ,VYBER,15,34149,SLUZBY,NULL,NULL
8427,30,1996-04-30,VYDAJ,VYBER,15,21269,SLUZBY,NULL,NULL
8428,30,1996-05-31,VYDAJ,VYBER,15,34027,SLUZBY,NULL,NULL
8429,30,1996-06-30,VYDAJ,VYBER,15,28222,SLUZBY,NULL,NULL
8430,30,1996-07-31,VYDAJ,VYBER,15,72939,SLUZBY,NULL,NULL
8431,30,1996-08-31,VYDAJ,VYBER,15,102989,SLUZBY,NULL,NULL
8432,30,1996-09-30,VYDAJ,VYBER,15,62601,SLUZBY,NULL,NULL
8433,30,1996-10-31,VYDAJ,VYBER,15,39743,SLUZBY,NULL,NULL
8434,30,1996-11-30,VYDAJ,VYBER,15,50200,SLUZBY,NULL,NULL
8435,30,1996-12-31,VYDAJ,VYBER,15,34788,SLUZBY,NULL,NULL
8436,30,1997-01-31,VYDAJ,VYBER,15,29765,SLUZBY,NULL,NULL
8437,30,1997-02-28,VYDAJ,VYBER,15,24274,SLUZBY,NULL,NULL
8438,30,1997-03-31,VYDAJ,VYBER,15,20137,SLUZBY,NULL,NULL
8439,30,1997-04-30,VYDAJ,VYBER,15,20205,SLUZBY,NULL,NULL
8440,30,1997-05-31,VYDAJ,VYBER,15,17581,SLUZBY,NULL,NULL
8441,30,1997-06-30,VYDAJ,VYBER,15,13670,SLUZBY,NULL,NULL
8442,30,1997-07-31,VYDAJ,VYBER,15,41393,SLUZBY,NULL,NULL
8443,30,1997-08-31,VYDAJ,VYBER,15,88130,SLUZBY,NULL,NULL
8444,30,1997-09-30,VYDAJ,VYBER,15,76358,SLUZBY,NULL,NULL
8445,30,1997-10-31,VYDAJ,VYBER,15,52770,SLUZBY,NULL,NULL
8446,30,1997-11-30,VYDAJ,VYBER,15,100056,SLUZBY,NULL,NULL
8447,30,1997-12-31,VYDAJ,VYBER,15,27031,SLUZBY,NULL,NULL
8448,30,1998-01-31,VYDAJ,VYBER,15,26316,SLUZBY,NULL,NULL
8449,30,1998-02-28,VYDAJ,VYBER,15,18264,SLUZBY,NULL,NULL
8450,30,1998-03-31,VYDAJ,VYBER,15,29961,SLUZBY,NULL,NULL
8451,30,1998-04-30,VYDAJ,VYBER,15,48967,SLUZBY,NULL,NULL
8452,30,1998-05-31,VYDAJ,VYBER,15,31922,SLUZBY,NULL,NULL
8453,30,1998-06-30,VYDAJ,VYBER,15,51039,SLUZBY,NULL,NULL
8454,30,1998-07-31,VYDAJ,VYBER,15,46581,SLUZBY,NULL,NULL
8455,30,1998-08-31,VYDAJ,VYBER,15,82763,SLUZBY,NULL,NULL
8456,30,1998-09-30,VYDAJ,VYBER,15,68502,SLUZBY,NULL,NULL
8457,30,1998-10-31,VYDAJ,VYBER,15,101882,SLUZBY,NULL,NULL
8458,30,1998-11-30,VYDAJ,VYBER,15,22219,SLUZBY,NULL,NULL
8459,30,1995-04-03,PRIJEM,VKLAD,10400,10800,NULL,NULL,NULL
8460,30,1995-05-03,VYDAJ,VYBER,11100,36530,NULL,NULL,NULL
8461,30,1995-06-02,VYDAJ,VYBER,60200,63830,NULL,NULL,NULL
8462,30,1995-06-02,VYDAJ,VYBER,21300,42530,NULL,NULL,NULL
8463,30,1995-06-11,VYDAJ,VYBER,47300,81790,NULL,NULL,NULL
8464,30,1995-06-16,VYDAJ,VYBER,57500,67344,NULL,NULL,NULL
8465,30,1995-06-26,VYDAJ,VYBER,30600,81216,NULL,NULL,NULL
8466,30,1995-07-02,PRIJEM,VKLAD,3800,25033,NULL,NULL,NULL
8467,30,1995-08-01,VYDAJ,VYBER,11800,34574,NULL,NULL,NULL
8468,30,1995-08-31,VYDAJ,VYBER,2900,30896,NULL,NULL,NULL
8469,30,1995-09-14,VYDAJ,VYBER,58300,49388,NULL,NULL,NULL
8470,30,1995-09-30,VYDAJ,VYBER,9500,40240,NULL,NULL,NULL
8471,30,1995-10-30,VYDAJ,VYBER,8600,31265,NULL,NULL,NULL
8472,30,1995-11-29,VYDAJ,VYBER,25900,47097,NULL,NULL,NULL
8473,30,1995-12-29,VYDAJ,VYBER,36700,57456,NULL,NULL,NULL
8474,30,1996-01-28,VYDAJ,VYBER,1300,21239,NULL,NULL,NULL
8475,30,1996-02-27,VYDAJ,VYBER,200,21203,NULL,NULL,NULL
8476,30,1996-03-28,VYDAJ,VYBER,16700,34068,NULL,NULL,NULL
8477,30,1996-04-27,VYDAJ,VYBER,6100,21149,NULL,NULL,NULL
8478,30,1996-05-27,VYDAJ,VYBER,16300,33945,NULL,NULL,NULL
8479,30,1996-06-26,VYDAJ,VYBER,14700,28077,NULL,NULL,NULL
8480,30,1996-07-26,VYDAJ,VYBER,4700,23522,NULL,NULL,NULL
8481,30,1996-08-25,VYDAJ,VYBER,46800,56614,NULL,NULL,NULL
8482,30,1996-09-24,VYDAJ,VYBER,23900,38163,NULL,NULL,NULL
8483,30,1996-10-24,VYDAJ,VYBER,23100,39501,NULL,NULL,NULL
8484,30,1996-11-17,VYDAJ,VYBER,41300,80404,NULL,NULL,NULL
8485,30,1996-11-23,VYDAJ,VYBER,30400,50004,NULL,NULL,NULL
8486,30,1996-12-19,VYDAJ,VYBER,58100,59263,NULL,NULL,NULL
8487,30,1996-12-23,VYDAJ,VYBER,24700,34563,NULL,NULL,NULL
8488,30,1997-01-22,VYDAJ,VYBER,28200,36240,NULL,NULL,NULL
8489,30,1997-02-21,VYDAJ,VYBER,16900,24170,NULL,NULL,NULL
8490,30,1997-03-23,VYDAJ,VYBER,13000,20056,NULL,NULL,NULL
8491,30,1997-05-22,VYDAJ,VYBER,24100,17490,NULL,NULL,NULL
8492,30,1997-06-21,VYDAJ,VYBER,15300,13592,NULL,NULL,NULL
8493,30,1997-07-21,VYDAJ,VYBER,36900,41259,NULL,NULL,NULL
8494,30,1997-08-20,VYDAJ,VYBER,21900,19493,NULL,NULL,NULL
8495,30,1997-08-26,VYDAJ,VYBER,61000,87924,NULL,NULL,NULL
8496,30,1997-09-19,VYDAJ,VYBER,41500,34930,NULL,NULL,NULL
8497,30,1997-10-06,VYDAJ,VYBER,22300,96390,NULL,NULL,NULL
8498,30,1997-10-09,VYDAJ,VYBER,34700,81810,NULL,NULL,NULL
8499,30,1997-10-19,VYDAJ,VYBER,46600,35210,NULL,NULL,NULL
8500,30,1997-11-18,VYDAJ,VYBER,46600,35182,NULL,NULL,NULL
8501,30,1997-11-26,VYDAJ,VYBER,23200,125954,NULL,NULL,NULL
8502,30,1997-11-29,VYDAJ,VYBER,40600,99725,NULL,NULL,NULL
8503,30,1997-12-04,VYDAJ,VYBER,22600,106266,NULL,NULL,NULL
8504,30,1997-12-08,VYDAJ,VYBER,49000,67197,NULL,NULL,NULL
8505,30,1997-12-18,VYDAJ,VYBER,38900,26797,NULL,NULL,NULL
8506,30,1998-02-16,VYDAJ,VYBER,33300,18175,NULL,NULL,NULL
8507,30,1998-04-17,VYDAJ,VYBER,32700,15834,NULL,NULL,NULL
8508,30,1998-08-15,VYDAJ,VYBER,43700,21823,NULL,NULL,NULL
8509,30,1998-08-29,VYDAJ,VYBER,48800,82489,NULL,NULL,NULL
8510,30,1998-09-01,VYDAJ,VYBER,34400,97074,NULL,NULL,NULL
8511,30,1998-09-02,VYDAJ,VYBER,21000,99163,NULL,NULL,NULL
8512,30,1998-09-08,VYDAJ,VYBER,47900,94060,NULL,NULL,NULL
8513,30,1998-09-14,VYDAJ,VYBER,56500,37560,NULL,NULL,NULL
8514,30,1998-10-02,VYDAJ,VYBER,17300,97761,NULL,NULL,NULL
8515,30,1998-10-06,VYDAJ,VYBER,37800,74778,NULL,NULL,NULL
8516,30,1998-10-14,VYDAJ,VYBER,45000,29778,NULL,NULL,NULL
8517,30,1998-11-06,VYDAJ,VYBER,45300,67838,NULL,NULL,NULL
8518,30,1998-11-13,VYDAJ,VYBER,31400,22026,NULL,NULL,NULL
8563,31,1994-04-27,PRIJEM,VKLAD,800,800,NULL,NULL,NULL
8564,31,1994-10-02,PRIJEM,VKLAD,31459,60416,NULL,NULL,NULL
8566,31,1994-08-25,PRIJEM,VKLAD,17624,127387,NULL,NULL,NULL
8567,31,1994-05-16,PRIJEM,VKLAD,42260,63442,NULL,NULL,NULL
8569,31,1994-09-02,PRIJEM,VKLAD,29607,119901,NULL,NULL,NULL
8570,31,1994-12-08,PRIJEM,VKLAD,35663,57767,NULL,NULL,NULL
8572,31,1994-08-10,PRIJEM,VKLAD,12720,97086,NULL,NULL,NULL
8573,31,1994-08-23,PRIJEM,VKLAD,41079,127963,NULL,NULL,NULL
8574,31,1994-06-13,PRIJEM,VKLAD,7467,99085,NULL,NULL,NULL
8575,31,1994-10-05,PRIJEM,VKLAD,7882,68298,NULL,NULL,NULL
8576,31,1994-07-26,PRIJEM,VKLAD,15456,85982,NULL,NULL,NULL
8579,31,1994-06-07,PRIJEM,VKLAD,49537,91618,NULL,NULL,NULL
8581,31,1994-08-30,PRIJEM,VKLAD,33581,89968,NULL,NULL,NULL
8585,31,1994-05-01,PRIJEM,VKLAD,5339,6139,NULL,NULL,NULL
8586,31,1994-08-09,PRIJEM,VKLAD,31173,84366,NULL,NULL,NULL
8587,31,1994-12-15,PRIJEM,VKLAD,44540,92105,NULL,NULL,NULL
8588,31,1994-05-10,PRIJEM,VKLAD,15043,21182,NULL,NULL,NULL
8589,31,1994-07-23,PRIJEM,VKLAD,43883,70526,NULL,NULL,NULL
8590,31,1995-12-06,PRIJEM,VKLAD,30276,95386,NULL,NULL,NULL
