Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
99,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Local Government & Fire,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,484409,1,N/A,N/A,Law,,1
100,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Planning Reform,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,643502,1,N/A,N/A,Law,,1
101,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG & PINS,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Planning Casework (including the Planning Inspectorate(PINS)),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,728703,1,N/A,N/A,Law,,1
102,Abigail Dean,SCS2,Director - Legal,To manage the provision of legal services for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,411999,1,85000,89999,Law,,1
103,Harry Carter,SCS2,Director - Legal,To manage the provision of legal services for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,N/D,1,100000,104999,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 95,1
104,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - UKBA: Border & Enforcement Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,463334,1,N/A,N/A,Law,,1
105,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - UKBA: Immigration & Asylum Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,425585,0.8,N/A,N/A,Law,,1
106,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - EU & International Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,253057,1,N/A,N/A,Law,,1
107,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,"Home Office Legal  - Security, International & Organised Crime",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,353367,1,N/A,N/A,Law,,1
108,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - Policing & Crime Reduction & Fire Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,417896,1,N/A,N/A,Law,,1
109,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - Northern Ireland Office & Passport Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,339510,1,N/A,N/A,Law,,1
110,Simon Harker,SCS2,Director - Legal,To manage the provision of legal services for the Employment Group,Attorney General's Office,Government Legal Department,Employment Group,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,488721,1,105000,109999,Law,,1
111,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,147232,1,N/A,N/A,Law,,1
112,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E1 - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,963997,1,N/A,N/A,Law,,1
113,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E2 - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1259734,1,N/A,N/A,Law,Job Share,1
113,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E2 - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1259734,0.53,N/A,N/A,Law,Job Share,1
114,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E3 - Central Advisory Team - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1113442,1,N/A,N/A,Law,,1
115,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E4 - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1034882,1,N/A,N/A,Law,,1
116,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E5 - HMRC - Employment,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,821920,0.89,N/A,N/A,Law,,1
117,N/D,SCS2,Director - Legal,To manage the provision of legal services for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,624587,1,90000,94999,Law,,1
118,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs   - Biodiversity, Marine and Wildlife (BMW)",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,573230,1,N/A,N/A,Law,,1
119,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs   - Animal Health, Welfare & Food (AHWF)",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,481604,1,N/A,N/A,Law,,1
120,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs   - Agricultural Law (AL)",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,506414,1,N/A,N/A,Law,,1
121,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs   - Water Team (WT)",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,563974,1,N/A,N/A,Law,,1
122,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs   - Countryside and Waste (CW)",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,424874,1,N/A,N/A,Law,,1
123,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs   - International, EU & Knowledge Management (IEK)",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,484169,1,N/A,N/A,Law,,1
124,Nick Payne,SCS2,Director - Finance & Operations,Board Member and Director of Finance & Operations,Attorney General's Office,Government Legal Department,Corporate Resources Group - Finance & Operations,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,N/D,1,120000,124999,Finance,Team is too small to detail.  Salary Cost of Reports reported under Post ID 1,1
125,N/D,SCS1,Deputy Director - Finance,To manage the Finance Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Finance,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,124,1092654,1,N/A,N/A,Finance,,1
126,N/D,SCS1,Deputy Director - Operations,To manage the Operations Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Operations,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,124,1970241,1,N/A,N/A,Operational Delivery,,1
127,Valerie Cain,SCS2,Director - People & Change,Board Member and Director of People and Change,Attorney General's Office,Government Legal Department,Corporate Resources Group - People and Change,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,551613,1,95000,99999,Operational Delivery,,1
128,N/D,SCS1,Deputy Director - Change,To manage the Change Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Change,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,127,764691,1,N/A,N/A,Programme and Project Management (PPM),,1
129,N/D,SCS1,Deputy Director - People,To manage the Human Resources Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Human Resources,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,127,1100531,1,N/A,N/A,Human Resources,,1
130,N/D,SCS1,Deputy Director - Government Legal Service Secretariat,To manage the Government Legal Service Secretariat,Attorney General's Office,Government Legal Department,Government Legal Service Secretariat,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,165659,0.47,N/A,N/A,Operational Delivery,,1
