Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
91,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Aviation,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,692195,1,N/A,N/A,Law,,1
92,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Maritime,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,657306,1,N/A,N/A,Law,,1
93,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Roads Group 1,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,84,630564,1,N/A,N/A,Law,,1
94,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DFT,Attorney General's Office,Government Legal Department,Department for Transport - Legislation & Regulatory Reform,N/A,thetreasurysolicitor@governmentlegal.gov.uk,83,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
57,Mel Nebhrajani,SCS2,Director - Legal,To manage the provision of Legal Services for DH,Attorney General's Office,Government Legal Department,Department of Health,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,407943,1,90000,94999,Law,,1
58,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - MHRA, Nutrition and EU",N/A,N/A,57,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
59,Eliminated,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health  - NHS (Organisation and Secondary Care),N/A,N/A,57,N/D,0.89,N/A,N/A,Law,Post has been Eliminated,1
59,Eliminated,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health  - NHS (Organisation and Secondary Care),N/A,N/A,57,N/D,0.83,N/A,N/A,Law,Post has been Eliminated,1
60,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - NHS Pensions, Professional Regulation and Mental Health Capacity",N/A,N/A,57,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
61,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health  - Primary Care, Public Health and Local Government",N/A,N/A,57,N/D,0.83,N/A,N/A,Law,Post has been Eliminated,1
62,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - Social Care, Care Quality Commission and Ethics",N/A,N/A,57,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
144,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health - Public Health & Ethics,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,436221,0.83,N/A,N/A,Law,,1
145,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health - EU & Programmes,N/A,thetreasurysolicitor@governmentlegal.gov.uk,57,N/D,0.83,N/A,N/A,Law,Post has been Eliminated,1
146,Vacant,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health - Standards & Social Care,N/A,thetreasurysolicitor@governmentlegal.gov.uk,57,402854,1,N/A,N/A,Law,Vacant Post,1
147,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - EU Exit, NHS Efficiency & Workforce",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,763232,0.94,N/A,N/A,Law,,1
148,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,Department of Health - NHS & Mental Health,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,323261,1,N/A,N/A,Law,,1
149,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DH,Attorney General's Office,Government Legal Department,"Department of Health - MHRA, Medicines & Information",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,57,754408,1,N/A,N/A,Law,,1
77,Frances Nash,SCS2,Director - Legal,To manage the provision of Legal Services for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions Legal Services,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,500616,1,100000,104999,Law,,1
78,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,"Department for Work and Pensions - EU, Equalities, Social Justice and Employment Benefits",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,608188,0.8,N/A,N/A,Law,,1
79,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions - Pensions and Child Maintenance,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,725015,1,N/A,N/A,Law,,1
80,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,"Department for Work and Pensions - Disability, Jobseekers & Employment Support",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,766727,1,N/A,N/A,Law,,1
81,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,"Department for Work and Pensions- Data-sharing, Fraud & Decision making",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,583407,1,N/A,N/A,Law,,1
82,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DWP,Attorney General's Office,Government Legal Department,Department for Work and Pensions - Universal Credit and Housing Support,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,77,492125,0.9,N/A,N/A,Law,,1
70,Isabel Letwin,SCS2,Director - Legal,To manage the provision of Legal Services for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,48,401019,1,100000,104999,Law,,1
71,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Operational and International Humanitarian Law Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,393131,1,N/A,N/A,Law,,1
72,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - General Law Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,392615,1,N/A,N/A,Law,Reporting staff Includes 1 G6 based in Germany and paid by MOD,1
73,N/D,SCS1,Deputy Director - Legal (Shared Post),To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,"Ministry of Defence - Command, Discipline & Constitutional Division",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,309301,1,N/A,N/A,Law,Shared Post,1
73,N/D,SCS1,Deputy Director - Legal (Shared Post),To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,"Ministry of Defence - Command, Discipline & Constitutional Division",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,309301,0.4,N/A,N/A,Law,Shared Post,1
74,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Legal Services in Germany,N/A,thetreasurysolicitor@governmentlegal.gov.uk,70,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
75,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Legal Advisor's Office in Cyprus,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,N/D,1,N/A,N/A,Law,GLD employee paid by MOD and reports to Post ID 70.  Team is also paid by MOD.,1
76,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Commercial Law Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,1385218,1,N/A,N/A,Law,,1
139,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOD,Attorney General's Office,Government Legal Department,Ministry of Defence - Property Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,70,311177,1,N/A,N/A,Law,,1
95,Peter Fish,SCS3,Director General - Legal,"Board Member responsible for Legal Teams -  DCLG, PINS, DEFRA, Employment, HO, NIO, LQT, MOJ, Digital & SI Hub",Attorney General's Office,Government Legal Department,Directorate C,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,485940,1,125000,129999,Law,Includes the combined salaries of reporting post 103 & 131  (reporting teams less than 5),1
96,Steven Bramley,SCS2,Director - Legal,To manage the provision of legal services for DCLG & PINS,Attorney General's Office,Government Legal Department,Department for Communities and Local Government,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,607795,1,110000,114999,Law,,1
97,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - European Programmes and Local Growth,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,302805,1,N/A,N/A,Law,,1
98,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,"Department for Communities and Local Government  - Housing, & Land",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,452538,1,N/A,N/A,Law,,1
99,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Local Government,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,300240,1,N/A,N/A,Law,,1
100,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Planning Reform,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,548724,1,N/A,N/A,Law,,1
101,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG & PINS,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Planning & infrastructure (including the Planning Inspectorate(PINS)),020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,735514,1,N/A,N/A,Law,,1
167,N/D,SCS1,Deputy Director - Legal,To provide Legal Services and support for DCLG,Attorney General's Office,Government Legal Department,Department for Communities and Local Government  - Building Safety & Inquiry,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,96,N/D,1,N/A,N/A,Law,,1
117,N/D,SCS2,Director - Legal,To manage the provision of legal services for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,600509,1,95000,99999,Law,,1
118,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Biodiversity, Marine and Wildlife",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,571392,1,N/A,N/A,Law,,1
119,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Animal Health and Welfare, Plants and Food",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,460325,1,N/A,N/A,Law,,1
120,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Agricultural Law",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,658405,1,N/A,N/A,Law,,1
121,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Air Quality & Water",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,673248,1,N/A,N/A,Law,,1
122,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - Environmental Quality and Countryside",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,449976,1,N/A,N/A,Law,,1
123,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for DEFRA,Attorney General's Office,Government Legal Department,"Department for Environment, Food & Rural Affairs  - International, EU Exit and Trade Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,117,500702,1,N/A,N/A,Law,,1
110,Simon Harker,SCS2,Director - Legal,To manage the provision of legal services for the Employment Group,Attorney General's Office,Government Legal Department,Employment Group,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,508011,1,105000,109999,Law,,1
111,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group,N/A,N/A,110,N/D,1,N/A,N/A,Law,Post has been Eliminated,1
112,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E1,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,933021,0.8,N/A,N/A,Law,,1
113,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E2,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1093966,0.6,N/A,N/A,Law,Job Share,1
113,N/D,SCS1,Deputy Director - Legal (Job Share),To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E2,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1093966,0.6,N/A,N/A,Law,Job Share,1
114,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E3,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1116266,1,N/A,N/A,Law,,1
115,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E4,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,1243179,1,N/A,N/A,Law,,1
116,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for Employment,Attorney General's Office,Government Legal Department,Employment Group Team E5,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,110,957626,1,N/A,N/A,Law,,1
102,Abigail Dean,SCS2,Director - Legal,To manage the provision of legal services for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,385900,1,90000,94999,Law,,1
103,Jennifer Morrish,SCS2,Director - Legal,To manage the provision of legal services for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,N/D,1,115000,119999,Law,Team is too small to detail.  Salary Cost of Reports reported under Post ID 95,1
104,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - UKBA: Border & Enforcement Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,431375,1,N/A,N/A,Law,,1
105,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - UKBA: Immigration & Asylum Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,694782,1,N/A,N/A,Law,,1
106,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - EU & International Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,102,469071,1,N/A,N/A,Law,,1
107,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,"Home Office Legal  - Security, International & Organised Crime",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,450965,1,N/A,N/A,Law,,1
108,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - Policing & Crime Reduction & Fire Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,681322,1,N/A,N/A,Law,,1
109,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the Home Office,Attorney General's Office,Government Legal Department,Home Office Legal  - Northern Ireland Office & Passport Team,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,103,246533,1,N/A,N/A,Law,,1
9,Eliminated,SCS2,Director - Legal,To manage the provision of legal services for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice,N/A,N/A,95,N/D,1,N/A,N/A,Law,Post has been Eliminated - Team reports to Post ID 10 now.,1
10,Naomi Mallick,SCS2,Director - Legal,To manage the provision of legal services for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,655521,1,90000,94999,Law,,1
11,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Civil & Family,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,616430,1,N/A,N/A,Law,,1
12,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,"Ministry of Justice - Courts, Tribunals, Judiciary & Coroners",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,417865,0.81,N/A,N/A,Law,,1
13,Eliminated,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Human Rights,N/A,N/A,10,N/D,1,N/A,N/A,Law,Post has been Eliminated.  Post has been combined with Post ID 17,1
14,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Offender Management,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,469674,0.8,N/A,N/A,Law,,1
15,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Justice Reform & Legal Aid,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,352422,1,N/A,N/A,Law,,1
16,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,Ministry of Justice - Legal Aid Agency,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,407856,0.91,N/A,N/A,Law,,1
17,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for MOJ,Attorney General's Office,Government Legal Department,"Ministry of Justice - Human Rights, Criminal Law and Sentencing Team",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,10,463136,1,N/A,N/A,Law,,1
131,Stephen Cave,SCS2,Director - Digital,Digital & SI Hub Director,Attorney General's Office,Government Legal Department,Digital Team & Statutory Instruments Hub,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,95,N/D,1,90000,94999,Information Technology,Team is too small to detail.  Salary costs of reports reported under Post ID 95,1
69,N/D,SCS1,Deputy Director - Legal,Head of SI Hub and to provide legal services and support for the SI Hub,Attorney General's Office,Government Legal Department,"Statutory Instruments  Hub for BEIS, CO, DFE, HO & MOJ",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,131,432366,1,N/A,N/A,Law,,1
138,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the SI Hub,Attorney General's Office,Government Legal Department,"Statutory Instruments  Hub for DCMS, DEFRA, DFT, HSE & HMT",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,69,337977,0.6,N/A,N/A,Law,,1
166,N/D,SCS1,Deputy Director - Legal,To provide legal services and support for the SI Hub,Attorney General's Office,Government Legal Department,"Statutory Instruments  Hub for DCLG, DH, DWP, DIT & MOD",020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,69,315508,1,N/A,N/A,Law,,1
124,Nick Payne,SCS2,Director - Finance & Operations,Board Member and Director of Finance & Operations,Attorney General's Office,Government Legal Department,Corporate Resources Group - Finance & Operations,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,N/D,1,120000,124999,Finance,Team is too small to detail.  Salary Cost of Reports reported under Post ID 1,1
125,N/D,SCS1,Deputy Director - Finance,To manage the Finance Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Finance,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,124,1170095,1,N/A,N/A,Finance,,1
126,N/D,SCS1,Deputy Director - Operations,To manage the Operations Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Operations,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,124,2372548,1,N/A,N/A,Operational Delivery,Team is too small to detail.  Salary Cost of Reports reported under Post ID 1,1
127,Valerie Cain,SCS2,Director - People & Change,Board Member and Director of People and Change,Attorney General's Office,Government Legal Department,Corporate Resources Group - People and Change,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,624180,1,95000,99999,Operational Delivery,,1
128,N/D,SCS1,Deputy Director - Change,To manage the Change Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Change,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,127,1559694,1,N/A,N/A,Programme and Project Management (PPM),Includes 1 seconded in HEO not paid by GLD,1
129,N/D,SCS1,Deputy Director - People,To manage the Human Resources Team,Attorney General's Office,Government Legal Department,Corporate Resources Group - Human Resources,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,127,5226966,1,N/A,N/A,Human Resources,Includes salaries of the combined salaries of Junior Staff paid by GLD and not in post,1
130,N/D,SCS1,Deputy Director - Government Legal Service Secretariat,To manage the Government Legal Service Secretariat,Attorney General's Office,Government Legal Department,Government Legal Service Secretariat,020 7210 3000,thetreasurysolicitor@governmentlegal.gov.uk,1,N/D,0.47,N/A,N/A,Operational Delivery,Team is too small to detail.  Salary Cost of Reports reported under Post ID 1,1
0,N/D,SCS1,Not in Post,N/A,Attorney General's Office,Government Legal Department,N/A,N/A,N/A,1,N/D,1,N/A,N/A,Law,Secondment Out,1
0,N/D,SCS2,Not in Post,N/A,Attorney General's Office,Government Legal Department,N/A,N/A,N/A,1,N/D,1,110000,114999,Law,Secondment Out,1
0,N/D,SCS1,Not in Post,N/A,Attorney General's Office,Government Legal Department,N/A,N/A,N/A,1,N/D,1,N/A,N/A,Law,Secondment Out,1
0,N/D,SCS1,Not in Post,N/A,Attorney General's Office,Government Legal Department,N/A,N/A,N/A,1,N/D,1,N/A,N/A,Law,Secondment Out,1
0,N/D,SCS1,Not in Post,N/A,Attorney General's Office,Government Legal Department,N/A,N/A,N/A,1,N/D,1,N/A,N/A,Law,Parental Leave,1
0,N/D,SCS1,Not in Post,N/A,Attorney General's Office,Government Legal Department,N/A,N/A,N/A,1,N/D,1,N/A,N/A,Law,Secondment Out,1
